Documento;Palavra;TF-IDF
00195;SD;4.799914262780603
00195;VELOCITY;6.003887067106539
00195;OBSERVING;7.102499355774649
00195;MOTION;5.156589206719335
00195;TEFLON;7.102499355774649
00195;DISCS;7.102499355774649
00195;FIBEROPTIC;5.716204994654758
00195;BRONCHOSCOPE;5.493061443340548
00195;MOVEMENT;5.156589206719335
00195;MUCOCILIARY;4.057976918051226
00195;ADRENERGIC;5.156589206719335
00195;AGENT;4.799914262780603
00195;TERBUTALINE;6.003887067106539
00205;SIGNIFICANCE;3.844402817753167
00205;CYSTIC;0.1327086858730592
00205;FIBROSIS;0.12989310447289548
00205;PATIENTS;0.5330179353603528
00205;CONCENTRATIONS;2.392969154462315
00205;SERUM;1.6687773522204092
00205;ONE;1.5730702682632254
00205;LEVELS;2.0335951535544172
00205;NORMAL;1.1676051601550612
00205;PANCREATIC;2.0985530498291896
00205;DISEASE;1.1570787471680737
00205;VALUES;2.366300907380153
00205;AGE;2.0026329279504504
00205;REPORTS;3.464913196048263
00205;CF;1.2026020021921573
00205;FOUND;1.4893712493865785
00205;STUDY;1.8660573929446995
00205;SMALL;2.7330515033076273
00205;DUODENAL;4.269286011718433
00205;ACID;2.2583122693160576
00205;CORRELATION;3.0249619118689295
00205;INSUFFICIENCY;3.1135153092103742
00205;WITHIN;2.812039914626258
00205;PRODUCED;3.2106790576640223
00205;TOTAL;2.5381511643068126
00205;NON;3.190476350346503
00205;MEAN;2.467770367545013
00205;MAY;1.3723995728010743
00205;PATIENT;2.0273255405408217
00205;SYNDROME;3.2523517540645903
00205;SHWACHMAN;4.057976918051226
00205;SUGGESTED;2.9916254916013374
00205;SHOWN;2.8683928511773895
00205;LOWEST;5.023057814094813
00205;REDUCTION;3.770294845599445
00205;EXCESSIVE;4.1580603766082085
00205;LOSS;3.3183097218563877
00205;VOLUMES;4.212127597878484
00205;ENZYME;2.636591237120065
00205;INDICATED;3.231298344866758
00205;RELATION;4.1580603766082085
00205;SHOWED;2.4203681286504293
00205;MANAGEMENT;3.2523517540645903
00205;EVENTUALLY;4.90527477843843
00205;FAT;3.518980417318539
00205;FAECAL;4.799914262780603
00205;EXCRETION;3.464913196048263
00205;PREVIOUS;3.2738579592855537
00205;FLUID;3.636763452974922
00205;LEAD;4.1067670822206574
00205;LIVER;3.190476350346503
00205;OVERT;5.310739886546594
00205;PRODUCE;4.1067670822206574
00205;LIMITS;4.704604082976278
00205;ACIDS;3.5761388311584876
00205;ESTIMATION;4.90527477843843
00205;RAISED;3.7013019741124933
00205;PARTICULAR;3.883623530906448
00205;BILE;3.844402817753167
00205;POOL;4.799914262780603
00205;OUTPUT;5.023057814094813
00205;INVERSE;5.716204994654758
00205;TENDED;4.90527477843843
00205;SPIRATION;7.102499355774649
00205;DIAMOND;6.003887067106539
00205;CONTRACTION;7.102499355774649
00205;INTRADUODENAL;7.102499355774649
00205;MEASURES;4.394449154672439
00205;CURTAIL;7.102499355774649
00223;SIGNIFICANCE;3.844402817753167
00223;RESPIRATORY;2.4485390056171252
00223;CYSTIC;0.1327086858730592
00223;FIBROSIS;0.12989310447289548
00223;PATIENTS;0.5330179353603528
00223;CONCENTRATIONS;2.392969154462315
00223;SERUM;1.6687773522204092
00223;CLINICAL;1.7601651038098378
00223;LUNGS;3.518980417318539
00223;IGG;3.4136199016607125
00223;WIDE;4.011456902416333
00223;TWO;1.673153726820208
00223;CONTROLS;2.132686056198648
00223;COULD;2.2984783110413924
00223;DETECTED;2.9916254916013374
00223;COMPLEMENT;3.7013019741124933
00223;IMMUNOGLOBULINS;4.212127597878484
00223;SIGNIFICANT;1.8346411967113208
00223;ESPECIALLY;3.4915814431304244
00223;TRACTS;5.493061443340548
00223;DISCUSSED;2.411151473545505
00223;SEVERAL;2.613862986042509
00223;PRESENT;1.9667009187243871
00223;GASTROINTESTINAL;3.5471512942852352
00223;STUDIES;2.2349649053190666
00223;COLUMNS;5.716204994654758
00223;SPUTUM;2.85400411372529
00223;ALBUMIN;3.5471512942852352
00223;VARIETY;3.4915814431304244
00223;ANTIGENS;3.6685121512895025
00223;DEPOSITS;5.156589206719335
00223;CONSTANT;4.1067670822206574
00223;ANTIBODIES;3.967005139845499
00223;STAPHYLOCOCCAL;5.493061443340548
00223;BOVINE;4.90527477843843
00223;IMMUNE;4.057976918051226
00223;IDENTIFIED;4.1067670822206574
00223;ALPHA;3.095166170542178
00223;MOLECULAR;3.5471512942852352
00223;INVOLVING;3.967005139845499
00223;SEPHADEX;5.023057814094813
00223;AUTORADIOGRAPHY;5.493061443340548
00223;EXTENSIVE;4.1067670822206574
00223;CIRCULATING;4.269286011718433
00223;COMPLEXES;4.704604082976278
00223;ORGANS;4.799914262780603
00223;KIDNEYS;5.716204994654758
00223;ELUTED;6.003887067106539
00223;IMMUNOABSORPTION;7.102499355774649
00223;SIEVING;7.102499355774649
00223;HAEMOLYSIN;7.102499355774649
00223;SEDIMENTATION;5.310739886546594
00258;SIGNIFICANCE;3.844402817753167
00258;CYSTIC;0.1327086858730592
00258;FIBROSIS;0.12989310447289548
00258;PATIENTS;0.5330179353603528
00258;ANALYSIS;2.8829916505985422
00258;NUMBER;2.6026896854443837
00258;SIGNIFICANTLY;2.1680254226439573
00258;LATTER;3.883623530906448
00258;INDICATE;3.190476350346503
00258;BIRTH;3.4136199016607125
00258;LIFE;3.170673723050323
00258;MEASURED;2.5807107787256087
00258;AGE;2.0026329279504504
00258;YEAR;2.8398194787333333
00258;PERIOD;2.8978067363836826
00258;TWO;1.673153726820208
00258;FIRST;2.6251625412964423
00258;USED;2.2583122693160576
00258;YEARS;2.132686056198648
00258;TESTS;2.439060261662582
00258;STUDY;1.8660573929446995
00258;DIAGNOSIS;2.0590742388554024
00258;GROUP;1.9785353763713898
00258;CONDITION;3.2523517540645903
00258;GROUPS;2.3575672274113986
00258;HIGHER;2.3489091646682843
00258;RATE;2.812039914626258
00258;ADDITIONAL;3.5471512942852352
00258;SHOW;3.0420563452282297
00258;MAY;1.3723995728010743
00258;OCCURRING;4.1580603766082085
00258;BASIS;3.1135153092103742
00258;EXCLUDED;4.704604082976278
00258;BETTER;3.924445525426703
00258;POSSIBLE;2.4485390056171252
00258;CALCULATED;4.799914262780603
00258;LARGE;2.9916254916013374
00258;SEX;3.4389377096450024
00258;THEREAFTER;5.716204994654758
00258;TECHNIQUES;3.5761388311584876
00258;DIAGNOSED;3.5761388311584876
00258;PRIOR;4.46344202615939
00258;EVEN;3.295836866004329
00258;OBSERVATIONS;3.1512556371932217
00258;DATA;2.4973291697865574
00258;SINCE;2.4873788389333895
00258;LOWER;2.467770367545013
00258;STUDIES;2.2349649053190666
00258;FUNCTION;2.219697433188278
00258;USE;2.695780108510396
00258;SEEN;2.959364629383116
00258;EXPECTED;3.844402817753167
00258;MECONIUM;2.758693933920965
00258;IMPROVEMENT;3.3183097218563877
00258;TECHNIQUE;2.9753649707295575
00258;FACTORS;2.85400411372529
00258;GIVEN;2.8683928511773895
00258;EXPERIENCE;3.7352035257881746
00258;COMMENTS;5.493061443340548
00258;APPLICABLE;5.716204994654758
00258;RATES;3.7352035257881746
00258;STANDARD;4.057976918051226
00258;SECOND;3.388927289070341
00258;PAPER;3.5761388311584876
00258;PATTERNS;3.924445525426703
00258;MORTALITY;4.1067670822206574
00258;SYSTEM;2.943616272414977
00258;DESCRIBES;4.799914262780603
00258;APPROACH;3.770294845599445
00258;PURPOSE;3.924445525426703
00258;UNDERSTANDING;3.8066624897703196
00258;CHANGE;3.464913196048263
00258;BASE;4.799914262780603
00258;INCLUDED;3.967005139845499
00258;ILEUS;3.464913196048263
00258;CORRECTED;4.799914262780603
00258;READILY;4.617592705986649
00258;OBSERVATION;3.6059917943081685
00258;PARTICULAR;3.883623530906448
00258;FEMALE;4.269286011718433
00258;INDICATION;5.310739886546594
00258;TOGETHER;4.011456902416333
00258;RATIOS;4.1580603766082085
00258;SURVIVAL;3.883623530906448
00258;TABLES;6.003887067106539
00258;PREPARED;4.617592705986649
00258;CALCULATION;6.003887067106539
00258;ACTUAL;4.90527477843843
00258;REGISTRY;7.102499355774649
00258;FOUNDATION;5.716204994654758
00258;ANNUAL;7.102499355774649
00258;DATED;7.102499355774649
00258;CENTERS;4.799914262780603
00258;TABLE;6.003887067106539
00258;SPECIFIED;6.003887067106539
00258;RACE;5.493061443340548
00258;FORCE;5.716204994654758
00258;APPRAISE;7.102499355774649
00258;GRAPHING;7.102499355774649
00258;CUMULATIVE;5.493061443340548
00258;COMPARATIVE;4.90527477843843
00258;DEATHS;6.003887067106539
00258;LENDS;6.409352175214703
